count,owner_occupancy_name,county_name,state_name
"85","Owner-occupied as a principal dwelling","Webster County","Mississippi"
"9","Not owner-occupied as a principal dwelling","Wilkinson County","Mississippi"
"35","Owner-occupied as a principal dwelling","Wilkinson County","Mississippi"
"3","Not applicable","Winston County","Mississippi"
"77","Not owner-occupied as a principal dwelling","Winston County","Mississippi"
"251","Owner-occupied as a principal dwelling","Winston County","Mississippi"
"2","Not applicable","Yalobusha County","Mississippi"
"25","Not owner-occupied as a principal dwelling","Yalobusha County","Mississippi"
"129","Owner-occupied as a principal dwelling","Yalobusha County","Mississippi"
"1","Not applicable","Yazoo County","Mississippi"
"65","Not owner-occupied as a principal dwelling","Yazoo County","Mississippi"
"326","Owner-occupied as a principal dwelling","Yazoo County","Mississippi"
"7","Not applicable","","Missouri"
"24","Owner-occupied as a principal dwelling","","Missouri"
"15","Not owner-occupied as a principal dwelling","Adair County","Missouri"
"123","Owner-occupied as a principal dwelling","Adair County","Missouri"
"52","Not owner-occupied as a principal dwelling","Andrew County","Missouri"
"317","Owner-occupied as a principal dwelling","Andrew County","Missouri"
"3","Not owner-occupied as a principal dwelling","Atchison County","Missouri"
"42","Owner-occupied as a principal dwelling","Atchison County","Missouri"
"2","Not applicable","Audrain County","Missouri"
"59","Not owner-occupied as a principal dwelling","Audrain County","Missouri"
"190","Owner-occupied as a principal dwelling","Audrain County","Missouri"
"2","Not applicable","Barry County","Missouri"
"139","Not owner-occupied as a principal dwelling","Barry County","Missouri"
"412","Owner-occupied as a principal dwelling","Barry County","Missouri"
"1","Not applicable","Barton County","Missouri"
"22","Not owner-occupied as a principal dwelling","Barton County","Missouri"
"103","Owner-occupied as a principal dwelling","Barton County","Missouri"
"2","Not applicable","Bates County","Missouri"
"39","Not owner-occupied as a principal dwelling","Bates County","Missouri"
"217","Owner-occupied as a principal dwelling","Bates County","Missouri"
"3","Not applicable","Benton County","Missouri"
"76","Not owner-occupied as a principal dwelling","Benton County","Missouri"
"212","Owner-occupied as a principal dwelling","Benton County","Missouri"
"1","Not applicable","Bollinger County","Missouri"
"31","Not owner-occupied as a principal dwelling","Bollinger County","Missouri"
"162","Owner-occupied as a principal dwelling","Bollinger County","Missouri"
"11","Not applicable","Boone County","Missouri"
"662","Not owner-occupied as a principal dwelling","Boone County","Missouri"
"3174","Owner-occupied as a principal dwelling","Boone County","Missouri"
"7","Not applicable","Buchanan County","Missouri"
"232","Not owner-occupied as a principal dwelling","Buchanan County","Missouri"
"1312","Owner-occupied as a principal dwelling","Buchanan County","Missouri"
"2","Not applicable","Butler County","Missouri"
"122","Not owner-occupied as a principal dwelling","Butler County","Missouri"
"482","Owner-occupied as a principal dwelling","Butler County","Missouri"
"22","Not owner-occupied as a principal dwelling","Caldwell County","Missouri"
"114","Owner-occupied as a principal dwelling","Caldwell County","Missouri"
"2","Not applicable","Callaway County","Missouri"
"116","Not owner-occupied as a principal dwelling","Callaway County","Missouri"
"742","Owner-occupied as a principal dwelling","Callaway County","Missouri"
"16","Not applicable","Camden County","Missouri"
"896","Not owner-occupied as a principal dwelling","Camden County","Missouri"
"597","Owner-occupied as a principal dwelling","Camden County","Missouri"
"8","Not applicable","Cape Girardeau County","Missouri"
"286","Not owner-occupied as a principal dwelling","Cape Girardeau County","Missouri"
"1415","Owner-occupied as a principal dwelling","Cape Girardeau County","Missouri"
"1","Not applicable","Carroll County","Missouri"
"12","Not owner-occupied as a principal dwelling","Carroll County","Missouri"
"54","Owner-occupied as a principal dwelling","Carroll County","Missouri"
"16","Not owner-occupied as a principal dwelling","Carter County","Missouri"
"48","Owner-occupied as a principal dwelling","Carter County","Missouri"
"4","Not applicable","Cass County","Missouri"
"179","Not owner-occupied as a principal dwelling","Cass County","Missouri"
"2125","Owner-occupied as a principal dwelling","Cass County","Missouri"
"32","Not owner-occupied as a principal dwelling","Cedar County","Missouri"
"185","Owner-occupied as a principal dwelling","Cedar County","Missouri"
"4","Not applicable","Chariton County","Missouri"
"5","Not owner-occupied as a principal dwelling","Chariton County","Missouri"
"38","Owner-occupied as a principal dwelling","Chariton County","Missouri"
"6","Not applicable","Christian County","Missouri"
"285","Not owner-occupied as a principal dwelling","Christian County","Missouri"
"2073","Owner-occupied as a principal dwelling","Christian County","Missouri"
"12","Owner-occupied as a principal dwelling","Clark County","Missouri"
"23","Not applicable","Clay County","Missouri"
"460","Not owner-occupied as a principal dwelling","Clay County","Missouri"
"5233","Owner-occupied as a principal dwelling","Clay County","Missouri"
"1","Not applicable","Clinton County","Missouri"
"52","Not owner-occupied as a principal dwelling","Clinton County","Missouri"
"417","Owner-occupied as a principal dwelling","Clinton County","Missouri"
"11","Not applicable","Cole County","Missouri"
"265","Not owner-occupied as a principal dwelling","Cole County","Missouri"
"1383","Owner-occupied as a principal dwelling","Cole County","Missouri"
"1","Not applicable","Cooper County","Missouri"
"35","Not owner-occupied as a principal dwelling","Cooper County","Missouri"
"208","Owner-occupied as a principal dwelling","Cooper County","Missouri"
"1","Not applicable","Crawford County","Missouri"
"99","Not owner-occupied as a principal dwelling","Crawford County","Missouri"
"346","Owner-occupied as a principal dwelling","Crawford County","Missouri"
"1","Not applicable","Dade County","Missouri"
"17","Not owner-occupied as a principal dwelling","Dade County","Missouri"
"89","Owner-occupied as a principal dwelling","Dade County","Missouri"
"4","Not applicable","Dallas County","Missouri"
"44","Not owner-occupied as a principal dwelling","Dallas County","Missouri"
"268","Owner-occupied as a principal dwelling","Dallas County","Missouri"
"1","Not applicable","Daviess County","Missouri"
"20","Not owner-occupied as a principal dwelling","Daviess County","Missouri"
"80","Owner-occupied as a principal dwelling","Daviess County","Missouri"
"16","Not owner-occupied as a principal dwelling","DeKalb County","Missouri"
"118","Owner-occupied as a principal dwelling","DeKalb County","Missouri"
"24","Not owner-occupied as a principal dwelling","Dent County","Missouri"
"131","Owner-occupied as a principal dwelling","Dent County","Missouri"
"13","Not applicable","Douglas County","Missouri"
"28","Not owner-occupied as a principal dwelling","Douglas County","Missouri"
"134","Owner-occupied as a principal dwelling","Douglas County","Missouri"
"1","Not applicable","Dunklin County","Missouri"
"46","Not owner-occupied as a principal dwelling","Dunklin County","Missouri"
"201","Owner-occupied as a principal dwelling","Dunklin County","Missouri"
"7","Not applicable","Franklin County","Missouri"
"273","Not owner-occupied as a principal dwelling","Franklin County","Missouri"
"1873","Owner-occupied as a principal dwelling","Franklin County","Missouri"
"56","Not owner-occupied as a principal dwelling","Gasconade County","Missouri"
"195","Owner-occupied as a principal dwelling","Gasconade County","Missouri"
"11","Not owner-occupied as a principal dwelling","Gentry County","Missouri"
"64","Owner-occupied as a principal dwelling","Gentry County","Missouri"
"44","Not applicable","Greene County","Missouri"
"1132","Not owner-occupied as a principal dwelling","Greene County","Missouri"
"5048","Owner-occupied as a principal dwelling","Greene County","Missouri"
"10","Not owner-occupied as a principal dwelling","Grundy County","Missouri"
"67","Owner-occupied as a principal dwelling","Grundy County","Missouri"
"7","Not owner-occupied as a principal dwelling","Harrison County","Missouri"
"62","Owner-occupied as a principal dwelling","Harrison County","Missouri"
"3","Not applicable","Henry County","Missouri"
"54","Not owner-occupied as a principal dwelling","Henry County","Missouri"
"295","Owner-occupied as a principal dwelling","Henry County","Missouri"
"75","Not applicable","Hickory County","Missouri"
"32","Not owner-occupied as a principal dwelling","Hickory County","Missouri"
"74","Owner-occupied as a principal dwelling","Hickory County","Missouri"
"11","Not owner-occupied as a principal dwelling","Holt County","Missouri"
"38","Owner-occupied as a principal dwelling","Holt County","Missouri"
"42","Not owner-occupied as a principal dwelling","Howard County","Missouri"
"135","Owner-occupied as a principal dwelling","Howard County","Missouri"
"3","Not applicable","Howell County","Missouri"
"45","Not owner-occupied as a principal dwelling","Howell County","Missouri"
"355","Owner-occupied as a principal dwelling","Howell County","Missouri"
"1","Not applicable","Iron County","Missouri"
"17","Not owner-occupied as a principal dwelling","Iron County","Missouri"
"104","Owner-occupied as a principal dwelling","Iron County","Missouri"
"83","Not applicable","Jackson County","Missouri"
"1492","Not owner-occupied as a principal dwelling","Jackson County","Missouri"
"10720","Owner-occupied as a principal dwelling","Jackson County","Missouri"
"11","Not applicable","Jasper County","Missouri"
"381","Not owner-occupied as a principal dwelling","Jasper County","Missouri"
"2049","Owner-occupied as a principal dwelling","Jasper County","Missouri"
"18","Not applicable","Jefferson County","Missouri"
"408","Not owner-occupied as a principal dwelling","Jefferson County","Missouri"
"5079","Owner-occupied as a principal dwelling","Jefferson County","Missouri"
"6","Not applicable","Johnson County","Missouri"
"138","Not owner-occupied as a principal dwelling","Johnson County","Missouri"
"765","Owner-occupied as a principal dwelling","Johnson County","Missouri"
"11","Owner-occupied as a principal dwelling","Knox County","Missouri"
"9","Not applicable","Laclede County","Missouri"
"56","Not owner-occupied as a principal dwelling","Laclede County","Missouri"
"405","Owner-occupied as a principal dwelling","Laclede County","Missouri"
"4","Not applicable","Lafayette County","Missouri"
"96","Not owner-occupied as a principal dwelling","Lafayette County","Missouri"
"538","Owner-occupied as a principal dwelling","Lafayette County","Missouri"
"4","Not applicable","Lawrence County","Missouri"
"81","Not owner-occupied as a principal dwelling","Lawrence County","Missouri"
"529","Owner-occupied as a principal dwelling","Lawrence County","Missouri"
"4","Not owner-occupied as a principal dwelling","Lewis County","Missouri"
"38","Owner-occupied as a principal dwelling","Lewis County","Missouri"
"5","Not applicable","Lincoln County","Missouri"
"120","Not owner-occupied as a principal dwelling","Lincoln County","Missouri"
"1083","Owner-occupied as a principal dwelling","Lincoln County","Missouri"
"42","Not owner-occupied as a principal dwelling","Linn County","Missouri"
"115","Owner-occupied as a principal dwelling","Linn County","Missouri"
"1","Not applicable","Livingston County","Missouri"
"8","Not owner-occupied as a principal dwelling","Livingston County","Missouri"
"121","Owner-occupied as a principal dwelling","Livingston County","Missouri"
"10","Not owner-occupied as a principal dwelling","Macon County","Missouri"
